word,display,translation,example,type,example_source,question_id,count,target_language
finden,finden,"Find , پیدا کردن","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",verb,question,267,1,"en,fa"
folgend,folgenden,"following , دنبال کردن","Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",word,question,201,1,"en,fa"
freiheitsstrafe,"die Freiheitsstrafe, Freiheitsstrafen","prison sentence , حکم زندان",mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe,noun,answer,96,1,"en,fa"
freiwillig,freiwillig,"voluntary , به طور داوطلبانه",Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.,word,answer,132,1,"en,fa"
freizeit,"die Freizeit, Freizeiten","leisure time , اوقات فراغت",Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?,noun,question,132,1,"en,fa"
freizügigkeit,die Freizügigkeit,"freedom of movement , آزادی حرکت","Was versteht man unter dem Recht der ""Freizügigkeit"" in Deutschland?",noun,question,19,1,"en,fa"
frieden,"der Frieden, Frieden","peace , صلح",Frieden und Sicherheit in den Ländern der EU,noun,answer,235,1,"en,fa"
funktionieren,funktionieren,"function , تابع","Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",verb,question,290,1,"en,fa"
führen,führen,"lead , منجر شود",Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,verb,answer,254,1,"en,fa"
führerschein,"der Führerschein, Führerscheine","driver's license , گواهینامه رانندگی","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,"en,fa"
ganz,ganz,"quite , کاملا",Wie heißt das Parlament für ganz Deutschland?,word,question,74,1,"en,fa"
gaststättenerlaubnis,Gaststättenerlaubnis,"restaurant license , مجوز رستوران",eine Gaststättenerlaubnis von der zuständigen Behörde,word,answer,256,1,"en,fa"
gebetshaus,"das Gebetshaus, Gebetshäuser","house of prayer , نماز خانه",Wie heißt das jüdische Gebetshaus?,noun,question,182,1,"en,fa"
geburt,"die Geburt, Geburten","birth , تولد",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,noun,question,247,1,"en,fa"
gedenken,gedenken,"commemorate , بزرگداشت",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,verb,question,235,1,"en,fa"
gedenktag,"der Gedenktag, Gedenktage","memorial day , روز یادبود",Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?,noun,question,220,1,"en,fa"
gefällen,gefällen,"fall , دوست داشت","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",verb,question,267,1,"en,fa"
gegliedert,gegliedert,"structured , ساختار یافته",Die Bundesrepublik Deutschland ist heute gegliedert in …,word,question,64,1,"en,fa"
gehalt,"der Gehalt, Gehalte","content , حقوق و دستمزد",Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,"en,fa"
geheimdienst,"der Geheimdienst, Geheimdienste","secret service , هوش",der Geheimdienst der DDR,noun,answer,208,1,"en,fa"
geistig,geistigem,"spiritual , از نظر معنوی","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",word,question,102,1,"en,fa"
gemeindeverwaltung,Gemeindeverwaltung,"municipal administration , مدیریت شهری",Welches Amt gehört in Deutschland zur Gemeindeverwaltung?,word,question,56,1,"en,fa"
gemeinsam,gemeinsam,"together , با هم",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,word,question,235,1,"en,fa"
gerichtsschöffe,Gerichtsschöffe,"lay judge , قضات",Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …,word,question,150,1,"en,fa"
gerichtsschöffin,Gerichtsschöffin,"lay judge , قاضی",Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …,word,question,150,1,"en,fa"
gesamt,gesamten,"total , در مجموع",Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,word,answer,178,1,"en,fa"
gesetzgebung,"die Gesetzgebung, Gesetzgebungen","Legislation , قانون گذاری",Die deutschen Bundesländer wirken an der Gesetzgebung des Bundes mit durch …,noun,question,90,1,"en,fa"
gewinnen,gewinnen,"Win , برنده شوید","Wahlen in Deutschland gewinnt die Partei, die …",verb,question,113,1,"en,fa"
gewissensfreiheit,Gewissensfreiheit,"freedom of conscience , آزادی وجدان",Glaubens- und Gewissensfreiheit,word,answer,7,1,"en,fa"
glauben,glauben,"believe , باور کنید","Jeder kann glauben, was er möchte.",verb,answer,292,1,"en,fa"
graf,"der Graf, Grafen","graph , شمارش",Claus Schenk Graf von Stauffenberg wurde bekannt durch …,noun,question,162,1,"en,fa"
grenze,"die Grenze, Grenzen","border , مرز",Die Bundesrepublik Deutschland hat die Grenzen von heute seit …,noun,question,219,1,"en,fa"
grundlage,"die Grundlage, Grundlagen","basis , اساس",184. Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?,noun,question,184,1,"en,fa"
gründungsmitglied,"das Gründungsmitglied, Gründungsmitglieder","founding member , عضو موسس",Die Bundesrepublik Deutschland ist ein Gründungsmitglied …,noun,question,173,1,"en,fa"
grüne,das Grüne,"green , سبز","von SPD, FDP und Bündnis 90/Die Grünen in einer Regierung",noun,answer,103,1,"en,fa"
gültig,gültig,"valid , معتبر","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,"en,fa"
handlung,"die Handlung, Handlungen","action , اقدام",Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?,noun,question,111,1,"en,fa"
hauptsächlich,hauptsächlich,"mainly , در درجه اول",Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?,word,question,249,1,"en,fa"
haus,"das Haus, Häuser","house , یک خانه","Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",noun,question,290,1,"en,fa"
haut,"die Haut, Häute","skin , پوست",er eine dunkle Haut hat.,noun,answer,289,1,"en,fa"
heiraten,heiraten,"marry , ازدواج کن","Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?",verb,question,265,1,"en,fa"
herbst,"der Herbst, Herbste","fall , پاییز","Warum nennt man die Zeit im Herbst 1989 in der DDR ""Die Wende""? In dieser Zeit veränderte sich die DDR politisch …",noun,question,196,1,"en,fa"
hilfe,"die Hilfe, Hilfen","help , کمک کند",Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …,noun,question,255,1,"en,fa"
hineingelassen,hineingelassen,"let in , اجازه ورود",Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,verb,question,281,1,"en,fa"
hinzu,hinzu,"added , اضافه شده است",Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?,word,question,218,1,"en,fa"
hungern,hungern,"starve , گرسنگی","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.",verb,answer,258,1,"en,fa"
hürde,"die Hürde, Hürden","hurdle , مانع",5%-Hürde.,noun,answer,121,1,"en,fa"
ihnen,ihnen,"them , آنها","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",word,question,267,1,"en,fa"
informieren,informieren,"inform , اطلاع رسانی کند",Wo können Sie sich in Berlin über politische Themen informieren?,verb,question,BE-6,1,"en,fa"
inhalt,"der Inhalt, Inhalte","content , مطالب","2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",noun,question,237,1,"en,fa"
interessenverband,Interessenverbände,"interest group , گروه ذینفع",Gewerkschaften sind Interessenverbände der …,word,question,101,1,"en,fa"
jubiläum,"das Jubiläum, Jubiläen","anniversary , سالگرد","2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",noun,question,237,1,"en,fa"
kalt,Kalten,"cold , سرد","Zu wem gehörte die DDR im ""Kalten Krieg""?",word,question,202,1,"en,fa"
kaputt,kaputt,"broken , شکسته","Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",word,question,290,1,"en,fa"
kaufen,kaufen,"Buy , خرید","Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",verb,question,290,1,"en,fa"
kellner,"der Kellner, Kellner","waiter , پیشخدمت","Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …",noun,question,289,1,"en,fa"
kennzeichnen,kennzeichnen,"characterize , علامت گذاری کنید",Was kennzeichnete den NS-Staat? Eine Politik …,verb,question,161,1,"en,fa"
kindererziehung,die Kindererziehung,"child education , تربیت فرزندان",Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?,noun,question,249,1,"en,fa"
kindergartenplatz,"der Kindergartenplatz, Kindergartenplätze","kindergarten place , محل مهد کودک",einen Kindergartenplatz.,noun,answer,269,1,"en,fa"
kirchensteuer,"die Kirchensteuer, Kirchensteuern","church tax , مالیات کلیسا","es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.",noun,answer,291,1,"en,fa"
kniefall,"der Kniefall, Kniefälle","genuflection , سقوط زانو",Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,noun,question,181,1,"en,fa"
knüpfen,knüpfen,"knot , کراوات","es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.",verb,answer,291,1,"en,fa"
kommunalwahl,"die Kommunalwahl, Kommunalwahlen","local election , انتخابات محلی",Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?,noun,question,BE-4,1,"en,fa"
krankenversicherung,"die Krankenversicherung, Krankenversicherungen","health insurance , بیمه سلامت",die Krankenversicherung,noun,answer,36,1,"en,fa"
kulturell,kulturellem,"cultural , فرهنگی","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",word,question,102,1,"en,fa"
kurz,kurz,"short , کوتاه",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,word,question,247,1,"en,fa"
kämpfen,kämpfen,"battle , نبرد",wenn sie gegen die Verfassung kämpft,verb,answer,43,1,"en,fa"
kündigen,kündigen,"cancel , ترک کردن","Was kann ich in Deutschland machen, wenn mir meine Arbeitgeberin/mein Arbeitgeber zu Unrecht gekündigt hat?",verb,question,138,1,"en,fa"
kündigungsfrist,"die Kündigungsfrist, Kündigungsfristen","notice period , دوره اطلاع رسانی",die Kündigungsfrist,noun,answer,287,1,"en,fa"
kündigungsschutzklage,"die Kündigungsschutzklage, Kündigungsschutzklagen","action for unfair dismissal , کت و شلوار حفاظت از اخراج",Kündigungsschutzklage erheben,noun,answer,138,1,"en,fa"
landesflagge,Landesflagge,"national flag , پرچم کشور",Welche Farben hat die Landesflagge von Berlin?,word,question,BE-5,1,"en,fa"
landesparlament,Landesparlament,"state parliament , پارلمان ایالتی",Für wie viele Jahre wird das Landesparlament in Berlin gewählt?,word,question,BE-3,1,"en,fa"
landesweit,landesweite,"nationwide , در سراسر کشور",landesweite Streiks und ein Volksaufstand,word,answer,210,1,"en,fa"
landeszentrale,Landeszentrale,"national center , ستاد ایالتی",bei der Landeszentrale für politische Bildung,word,answer,BE-6,1,"en,fa"
landweg,"der Landweg, Landwege","country lane , مسیر زمینی",Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,noun,answer,178,1,"en,fa"
lange,Lange,"long , طولانی","Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?",noun,question,186,1,"en,fa"
lassen,lassen,"leave , اجازه دهید","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das ""Trennungsjahr"" einhalten. Was bedeutet das?",verb,question,254,1,"en,fa"
lebensform,"die Lebensform, Lebensformen","life form , شکل زندگی",Welche Lebensform ist in Deutschland nicht erlaubt?,noun,question,272,1,"en,fa"
lebensjahr,"das Lebensjahr, Lebensjahre","year of life , سال زندگی","In Deutschland können Eltern bis zum 14. Lebensjahr ihres Kindes entscheiden, ob es in der Schule am …",noun,question,2,1,"en,fa"
lebensversicherung,"die Lebensversicherung, Lebensversicherungen","life insurance , بیمه عمر",die Lebensversicherung,noun,answer,100,1,"en,fa"
legen,legen,"lay , محل",Ich lege Widerspruch bei der Behörde ein.,verb,answer,283,1,"en,fa"
lehrstellensuche,Lehrstellensuche,"apprenticeship search , جستجو برای کارآموزی",Lehrstellensuche.,word,answer,259,1,"en,fa"
leistung,"die Leistung, Leistungen","performance , عملکرد","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",noun,question,102,1,"en,fa"
leiten,leiten,"guide , منجر شود",Wer leitet das deutsche Bundeskabinett?,verb,question,82,1,"en,fa"
lernen,lernen,"Learn , یاد بگیرند",Erwachsene müssen auch nach der Ausbildung immer weiter lernen.,verb,answer,284,1,"en,fa"
letzte,die Letzte,"last , آخرین",In Deutschland nennt man die letzten vier Wochen vor Weihnachten …,noun,question,296,1,"en,fa"
lohnsteuer,"die Lohnsteuer, Lohnsteuern","wage tax , مالیات حقوق و دستمزد","es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.",noun,answer,291,1,"en,fa"
luftbrücke,"die Luftbrücke, Luftbrücken","air bridge , حمل و نقل هوایی",Vom Juni 1948 bis zum Mai 1949 wurden die Bürgerinnen und Bürger von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?,noun,question,178,1,"en,fa"
maske,"die Maske, Masken","mask , ماسک",Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?,noun,question,264,1,"en,fa"
maßnahme,"die Maßnahme, Maßnahmen","measure , اندازه گیری",Welche Maßnahme schafft in Deutschland soziale Sicherheit?,noun,question,36,1,"en,fa"
menschenwürde,die Menschenwürde,"human dignity , کرامت انسانی",die Unantastbarkeit der Menschenwürde,noun,answer,18,1,"en,fa"
merkmal,"das Merkmal, Merkmale","characteristic , ویژگی",Was ist kein Merkmal unserer Demokratie?,noun,question,30,1,"en,fa"
mietshaus,"das Mietshaus, Mietshäuser","tenement , خانه اجاره ای","In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …",noun,question,279,1,"en,fa"
militärbündnis,"das Militärbündnis, Militärbündnisse","military alliance , اتحاد نظامی",In welchem Militärbündnis war die DDR Mitglied?,noun,question,207,1,"en,fa"
mir,"der Mir, Mirs","me , من","Was kann ich in Deutschland machen, wenn mir meine Arbeitgeberin/mein Arbeitgeber zu Unrecht gekündigt hat?",noun,question,138,1,"en,fa"
mitarbeiterin,"die Mitarbeiterin, Mitarbeiterinnen","employee , کارمند",Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,"en,fa"
mitgliedstaat,"der Mitgliedstaat, Mitgliedstaaten","member state , کشور عضو",Wie viele Mitgliedstaaten hat die EU heute?,noun,question,236,1,"en,fa"
mutterschutz,Mutterschutz,"maternity protection , مرخصی زایمان",Mutterschutz,word,answer,247,1,"en,fa"
nachfrage,"die Nachfrage, Nachfragen","demand , تقاضا","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",noun,answer,171,1,"en,fa"
nachtruhe,die Nachtruhe,"night's rest , استراحت شبانه",Wann beginnt die gesetzliche Nachtruhe in Deutschland?,noun,question,266,1,"en,fa"
nehmen,nehmen,"take , گرفتن","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.",verb,answer,258,1,"en,fa"
nein,das Nein,"no , نه","Nein, denn die Pressefreiheit ist ein Grundrecht. Sie kann nicht abgeschafft werden.",noun,answer,12,1,"en,fa"
neue,die Neue,"new , جدید",Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …,noun,question,205,1,"en,fa"
neues,das Neues,"new , جدید",Wer beschließt in Deutschland ein neues Gesetz?,noun,question,42,1,"en,fa"
niemand,der Niemand,"nobody , هیچ کس",Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,noun,answer,262,1,"en,fa"
nun,nun,"now , بنابراین",Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …,word,question,205,1,"en,fa"
nämlich,nämlich,"namely , یعنی","Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …",word,question,230,1,"en,fa"
offen,offen,"open , باز کردن","In Deutschland dürfen Menschen offen etwas gegen die Regierung sagen, weil …",word,question,1,1,"en,fa"
oft,oft,"often , اغلب",Wie oft gibt es normalerweise Bundestagswahlen in Deutschland?,word,question,109,1,"en,fa"
opfer,"das Opfer, Opfer","victim , قربانی",an die Opfer des Nationalsozialismus,noun,answer,206,1,"en,fa"
ordnungsamt,"das Ordnungsamt, Ordnungsämter","regulatory office , دفتر نظارتی",Ordnungsamt,noun,answer,56,1,"en,fa"
ort,der Ort,"place , مکان",An welchen Orten arbeitet das Europäische Parlament?,noun,question,238,1,"en,fa"
ostern,"das Ostern, Ostern","easter , عید پاک",Was ist in Deutschland ein Brauch zu Ostern?,noun,question,293,1,"en,fa"
ostvertrag,Ostverträge,"eastern treaty , معاهده شرقی","Welcher Politiker steht für die ""Ostverträge""?",word,question,211,1,"en,fa"
paar,"das Paar, Paare","pair , زوج",Wer darf in Deutschland nicht als Paar zusammenleben?,noun,question,245,1,"en,fa"
packen,packen,"pack , بسته","Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",verb,question,290,1,"en,fa"
parlamentsmitglied,"das Parlamentsmitglied, Parlamentsmitglieder","member of parliament , نماینده مجلس","Parlamentsmitglieder, die von den Bürgerinnen und Bürgern gewählt werden, nennt man …",noun,question,128,1,"en,fa"
passiern,passiern,"pass , اتفاق بیفتد",Was passierte am 9. November 1938 in Deutschland?,verb,question,164,1,"en,fa"
passkontrolle,"die Passkontrolle, Passkontrollen","passport control , کنترل پاسپورت",Deutsche können in viele Länder Europas ohne Passkontrolle reisen.,noun,answer,221,1,"en,fa"
pfingsten,"das Pfingsten, Pfingsten","Pentecost , پنطیکاست",Pfingsten ist ein …,noun,question,294,1,"en,fa"
pflegeversicherung,"die Pflegeversicherung, Pflegeversicherungen","long-term care insurance , بیمه مراقبت های پرستاری",Zu welcher Versicherung gehört die Pflegeversicherung?,noun,question,45,1,"en,fa"
planwirtschaft,"die Planwirtschaft, Planwirtschaften","planned economy , اقتصاد برنامه ریزی شده",Planwirtschaft,noun,answer,203,1,"en,fa"
plenarsaal,"der Plenarsaal, Plenarsäle","plenary hall , سالن عمومی",Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?,noun,question,216,1,"en,fa"
politiker,"der Politiker, Politiker","politician , سیاستمدار","Welcher Politiker steht für die ""Ostverträge""?",noun,question,211,1,"en,fa"
pressezensur,Pressezensur,"press censorship , سانسور مطبوعات",Pressezensur,word,answer,30,1,"en,fa"
prozent,"das Prozent, Prozente","percent , درصد","Wie viel Prozent der Zweitstimmen müssen Parteien mindestens bekommen, um in den Deutschen Bundestag gewählt zu werden?",noun,question,117,1,"en,fa"
prägen,prägen,"shape , شکل",Welche Religion hat die europäische und deutsche Kultur geprägt?,verb,question,295,1,"en,fa"
prüfung,"die Prüfung, Prüfungen","audit , تست کنید","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,"en,fa"
rassismus,"der Rassismus, Rassismen","racism , نژادپرستی",des staatlichen Rassismus,noun,answer,161,1,"en,fa"
rechnung,"die Rechnung, Rechnungen","invoice , فاکتور","Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?",noun,question,283,1,"en,fa"
rechtlich,rechtlichen,"legal , به صورت قانونی",184. Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?,word,question,184,1,"en,fa"
rechtsanwalt,"der Rechtsanwalt, Rechtsanwälte","attorney at law , وکیل",eine Rechtsanwältin/ein Rechtsanwalt,noun,answer,141,1,"en,fa"
rechtsanwältin,"die Rechtsanwältin, Rechtsanwältinnen","attorney at law , وکیل",eine Rechtsanwältin/ein Rechtsanwalt,noun,answer,141,1,"en,fa"
rechtsfrage,"die Rechtsfrage, Rechtsfragen","legal question , سوال حقوقی",Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?,noun,question,141,1,"en,fa"
rechtsprechend,rechtsprechenden,"legally speaking , فقهی",rechtsprechenden Gewalt.,word,answer,144,1,"en,fa"
regel,"die Regel, Regeln","regulates , حکومت کند","Regeln, an die sich alle Bewohnerinnen und Bewohner halten müssen.",noun,answer,279,1,"en,fa"
regieren,Regieren,"govern , حکومت کنند",In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,word,question,91,1,"en,fa"
regierungsbildung,"die Regierungsbildung, Regierungsbildungen","government formation , تشکیل دولت",viele kleine Parteien die Regierungsbildung erschweren.,noun,answer,127,1,"en,fa"
regierungsvertreter,"der Regierungsvertreter, Regierungsvertreter","government representative , نماینده دولت",die Regierungsvertreter der Bundesländer,noun,answer,85,1,"en,fa"
regierungswechsel,"der Regierungswechsel, Regierungswechsel","change of government , تغییر حکومت",In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,noun,question,91,1,"en,fa"
reichskanzler,"der Reichskanzler, Reichskanzler","imperial chancellor , صدراعظم رایش",In welchem Jahr wurde Hitler Reichskanzler?,noun,question,156,1,"en,fa"
reisen,reisen,"travel , سفر",Deutsche können in viele Länder Europas ohne Passkontrolle reisen.,verb,answer,221,1,"en,fa"
reklamieren,reklamieren,"complain , شکایت کردن",den Fernseher reklamieren,verb,answer,290,1,"en,fa"
religionsgemeinschaft,"die Religionsgemeinschaft, Religionsgemeinschaften","religious community , جامعه مذهبی",sind Staat und Religionsgemeinschaften voneinander getrennt.,noun,answer,33,1,"en,fa"
religionsunterricht,der Religionsunterricht,"religious education , تربیت دینی",Religionsunterricht teilnimmt.,noun,answer,2,1,"en,fa"
repräsentieren,repräsentieren,"represent , نمایندگی کند",repräsentiert das Land.,verb,answer,84,1,"en,fa"
respektieren,respektieren,"respect , احترام گذاشتن",Sie müssen die Entscheidung der volljährigen Tochter respektieren.,verb,answer,267,1,"en,fa"
richten,richten,"direct , مستقیم","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",verb,answer,171,1,"en,fa"
rufen,rufen,"call , تماس بگیرید","Bei welchen Demonstrationen in Deutschland riefen die Menschen ""Wir sind das Volk""?",verb,question,166,1,"en,fa"
rund,"das Rund, Runde","round , اطراف",Wer darf bei den rund 40 jüdischen Makkabi-Sportvereinen Mitglied werden?,noun,question,118,1,"en,fa"
sachse,"der Sachse, Sachsen","axis , ساکسونی","Mecklenburg-Vorpommern, Brandenburg, Sachsen, Sachsen-Anhalt, Thüringen",noun,answer,201,1,"en,fa"
schaffen,schaffen,"create , ایجاد کنید",Welche Maßnahme schafft in Deutschland soziale Sicherheit?,verb,question,36,1,"en,fa"
scheiden,scheiden,"divorce , طلاق","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das ""Trennungsjahr"" einhalten. Was bedeutet das?",verb,question,254,1,"en,fa"
schenk,"der Schenk, Schenken","gift , دادن",Claus Schenk Graf von Stauffenberg wurde bekannt durch …,noun,question,162,1,"en,fa"
schlecht,schlecht,"bad , بد","Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?",word,question,276,1,"en,fa"
schloss,schloss,"lock , قفل کردن",Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?,verb,question,239,1,"en,fa"
schmücken,schmücken,"decorate , تزئین کنید",einen Tannenbaum schmücken,verb,answer,271,1,"en,fa"
schnell,schnell,"fast , سریع","Was man für die Arbeit können muss, ändert sich in Zukunft sehr schnell. Was kann man tun?",word,question,284,1,"en,fa"
schulabschluss,"der Schulabschluss, Schulabschlüsse","school-leaving certificate , گواهی پایان تحصیل","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?",noun,question,244,1,"en,fa"
schuld,"die Schuld, Schulden","Guilt , تقصیر",entscheidet mit Richterinnen/Richtern über Schuld und Strafe.,noun,answer,140,1,"en,fa"
schulpflicht,"die Schulpflicht, Schulpflichten","Compulsory schooling , مدرسه اجباری",Schulpflicht,noun,answer,95,1,"en,fa"
schulwesen,das Schulwesen,"school system , سیستم مدرسه",Warum kontrolliert der Staat in Deutschland das Schulwesen?,noun,question,68,1,"en,fa"
schutz,"der Schutz, Schutze","protection , حفاظت",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,noun,question,247,1,"en,fa"
schwanger,schwanger,"Pregnant , حامله",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,word,question,247,1,"en,fa"
schwarz,das Schwarz,"black , سیاه",schwarz-rot-gold,noun,answer,214,1,"en,fa"
schwierig,schwieriger,"difficult , دشوار است","schwieriger, wenn dadurch die Mehrheit im Bundesrat verändert wird.",word,answer,91,1,"en,fa"
